Order_ID,Order_Date,Order_Month,Category,Region,Gross_Amount,Final_Status,Delivery_Days,Customer_Rating,Net_Revenue
ORD01251,2023-01-08,2023-01,Thời trang,TP.HCM,900000.0,Delivered,8,5.0,900000.0
ORD01252,2023-11-17,2023-11,Điện thoại & Phụ kiện,TP.HCM,2550000.0,Delivered,6,4.0,2550000.0
ORD01253,2023-11-09,2023-11,Mỹ phẩm,TP.HCM,3560000.0,Delivered,5,3.0,3560000.0
ORD01254,2023-09-04,2023-09,Nhà cửa & Đời sống,Hải Phòng,4000000.0,Delivered,4,4.0,4000000.0
ORD01255,2023-11-19,2023-11,Thời trang,Hải Phòng,4010000.0,Delivered,6,3.0,4010000.0
ORD01256,2023-09-12,2023-09,Điện thoại & Phụ kiện,Hà Nội,3370000.0,Canceled,6,0.0,0.0
ORD01257,2023-11-24,2023-11,Điện thoại & Phụ kiện,TP.HCM,2240000.0,Canceled,6,0.0,0.0
ORD01258,2023-02-23,2023-02,Nhà cửa & Đời sống,Cần Thơ,3610000.0,Returned,1,0.0,0.0
ORD01259,2023-09-06,2023-09,Điện thoại & Phụ kiện,TP.HCM,2440000.0,Delivered,6,4.0,2440000.0
ORD01260,2023-08-27,2023-08,Điện thoại & Phụ kiện,Hải Phòng,3760000.0,Delivered,1,1.0,3760000.0
ORD01261,2023-08-17,2023-08,Điện thoại & Phụ kiện,TP.HCM,910000.0,Returned,5,0.0,0.0
ORD01262,2023-03-08,2023-03,Điện thoại & Phụ kiện,Hải Phòng,3030000.0,Delivered,7,5.0,3030000.0
ORD01263,2023-02-20,2023-02,Điện thoại & Phụ kiện,TP.HCM,3190000.0,Delivered,1,5.0,3190000.0
ORD01264,2023-04-07,2023-04,Mỹ phẩm,Cần Thơ,850000.0,Delivered,13,2.0,850000.0
ORD01265,2023-04-02,2023-04,Điện thoại & Phụ kiện,Hà Nội,240000.0,Delivered,1,2.0,240000.0
ORD01266,2023-09-21,2023-09,Thời trang,Cần Thơ,2290000.0,Delivered,13,1.0,2290000.0
ORD01267,2023-10-18,2023-10,Điện thoại & Phụ kiện,Hải Phòng,2390000.0,Delivered,13,5.0,2390000.0
ORD01268,2023-04-06,2023-04,Điện thoại & Phụ kiện,Đà Nẵng,4430000.0,Delivered,6,3.0,4430000.0
ORD01269,2023-03-29,2023-03,Nhà cửa & Đời sống,Cần Thơ,4490000.0,Delivered,7,5.0,4490000.0
ORD01270,2023-03-19,2023-03,Điện thoại & Phụ kiện,TP.HCM,4880000.0,Delivered,6,2.0,4880000.0
ORD01271,2023-10-15,2023-10,Mỹ phẩm,Hà Nội,3810000.0,Delivered,5,4.0,3810000.0
ORD01272,2023-04-30,2023-04,Thời trang,TP.HCM,2740000.0,Delivered,6,1.0,2740000.0
ORD01273,2023-10-29,2023-10,Điện thoại & Phụ kiện,TP.HCM,2730000.0,Delivered,13,5.0,2730000.0
ORD01274,2023-06-14,2023-06,Nhà cửa & Đời sống,Cần Thơ,1190000.0,Delivered,3,3.0,1190000.0
ORD01275,2023-07-01,2023-07,Điện thoại & Phụ kiện,Hà Nội,4120000.0,Delivered,9,3.0,4120000.0
ORD01276,2023-08-11,2023-08,Mỹ phẩm,Đà Nẵng,3160000.0,Delivered,5,3.0,3160000.0
ORD01277,2023-11-07,2023-11,Điện thoại & Phụ kiện,TP.HCM,2090000.0,Delivered,2,1.0,2090000.0
ORD01278,2023-01-07,2023-01,Mỹ phẩm,Hà Nội,2350000.0,Delivered,12,3.0,2350000.0
ORD01279,2023-11-26,2023-11,Điện thoại & Phụ kiện,Đà Nẵng,1940000.0,Delivered,10,3.0,1940000.0
ORD01280,2023-09-20,2023-09,Thời trang,TP.HCM,4610000.0,Delivered,10,5.0,4610000.0
ORD01281,2023-06-10,2023-06,Mỹ phẩm,Hà Nội,400000.0,Canceled,7,0.0,0.0
ORD01282,2023-05-31,2023-05,Nhà cửa & Đời sống,Cần Thơ,1110000.0,Delivered,3,4.0,1110000.0
ORD01283,2023-03-26,2023-03,Nhà cửa & Đời sống,TP.HCM,2680000.0,Delivered,1,4.0,2680000.0
ORD01284,2023-05-27,2023-05,Mỹ phẩm,TP.HCM,1080000.0,Delivered,3,3.0,1080000.0
ORD01285,2023-04-22,2023-04,Mỹ phẩm,Hà Nội,3480000.0,Delivered,9,2.0,3480000.0
ORD01286,2023-02-05,2023-02,Điện thoại & Phụ kiện,TP.HCM,3080000.0,Returned,5,0.0,0.0
ORD01287,2023-10-12,2023-10,Điện thoại & Phụ kiện,Đà Nẵng,2940000.0,Returned,7,0.0,0.0
ORD01288,2023-07-07,2023-07,Điện thoại & Phụ kiện,TP.HCM,2750000.0,Delivered,3,1.0,2750000.0
ORD01289,2023-03-23,2023-03,Điện thoại & Phụ kiện,Hải Phòng,1490000.0,Delivered,4,1.0,1490000.0
ORD01290,2023-01-02,2023-01,Điện thoại & Phụ kiện,Đà Nẵng,3110000.0,Canceled,1,0.0,0.0
ORD01291,2023-10-30,2023-10,Thời trang,Hà Nội,2950000.0,Canceled,3,0.0,0.0
ORD01292,2023-07-16,2023-07,Điện thoại & Phụ kiện,Đà Nẵng,3590000.0,Delivered,7,5.0,3590000.0
ORD01293,2023-01-11,2023-01,Thời trang,Hải Phòng,4750000.0,Delivered,4,2.0,4750000.0
ORD01294,2023-08-22,2023-08,Điện thoại & Phụ kiện,Hải Phòng,2250000.0,Delivered,2,2.0,2250000.0
ORD01295,2023-07-14,2023-07,Điện thoại & Phụ kiện,TP.HCM,410000.0,Delivered,5,4.0,410000.0
ORD01296,2023-04-29,2023-04,Thời trang,TP.HCM,4660000.0,Delivered,5,5.0,4660000.0
ORD01297,2023-01-20,2023-01,Mỹ phẩm,Cần Thơ,3120000.0,Returned,2,0.0,0.0
ORD01298,2023-09-18,2023-09,Mỹ phẩm,Đà Nẵng,970000.0,Canceled,11,0.0,0.0
ORD01299,2023-10-20,2023-10,Thời trang,Cần Thơ,720000.0,Delivered,6,4.0,720000.0
ORD01300,2023-09-13,2023-09,Điện thoại & Phụ kiện,Hải Phòng,4190000.0,Delivered,10,5.0,4190000.0
ORD01301,2023-08-10,2023-08,Thời trang,TP.HCM,3960000.0,Delivered,4,5.0,3960000.0
ORD01302,2023-08-14,2023-08,Điện thoại & Phụ kiện,TP.HCM,2880000.0,Delivered,1,5.0,2880000.0
ORD01303,2023-02-22,2023-02,Điện thoại & Phụ kiện,TP.HCM,4680000.0,Delivered,3,5.0,4680000.0
ORD01304,2023-12-21,2023-12,Thời trang,Hà Nội,830000.0,Delivered,9,2.0,830000.0
ORD01305,2023-12-08,2023-12,Điện thoại & Phụ kiện,Hải Phòng,3150000.0,Delivered,10,3.0,3150000.0
ORD01306,2023-12-30,2023-12,Điện thoại & Phụ kiện,TP.HCM,4290000.0,Delivered,7,2.0,4290000.0
ORD01307,2023-10-07,2023-10,Nhà cửa & Đời sống,Hải Phòng,1330000.0,Delivered,13,5.0,1330000.0
ORD01308,2023-03-22,2023-03,Nhà cửa & Đời sống,TP.HCM,2780000.0,Canceled,6,0.0,0.0
ORD01309,2023-07-21,2023-07,Điện thoại & Phụ kiện,Đà Nẵng,3910000.0,Delivered,1,1.0,3910000.0
ORD01310,2023-06-07,2023-06,Điện thoại & Phụ kiện,Hải Phòng,2940000.0,Delivered,9,4.0,2940000.0
ORD01311,2023-04-30,2023-04,Điện thoại & Phụ kiện,Cần Thơ,4310000.0,Delivered,13,2.0,4310000.0
ORD01312,2023-02-28,2023-02,Điện thoại & Phụ kiện,Hà Nội,4700000.0,Canceled,9,0.0,0.0
ORD01313,2023-08-03,2023-08,Nhà cửa & Đời sống,Cần Thơ,1300000.0,Delivered,1,4.0,1300000.0
ORD01314,2023-05-08,2023-05,Điện thoại & Phụ kiện,Hải Phòng,3550000.0,Delivered,13,1.0,3550000.0
ORD01315,2023-08-12,2023-08,Mỹ phẩm,TP.HCM,2210000.0,Delivered,13,2.0,2210000.0
ORD01316,2023-07-28,2023-07,Điện thoại & Phụ kiện,Hải Phòng,3980000.0,Delivered,6,3.0,3980000.0
ORD01317,2023-04-25,2023-04,Nhà cửa & Đời sống,Hà Nội,1570000.0,Delivered,7,2.0,1570000.0
ORD01318,2023-07-28,2023-07,Điện thoại & Phụ kiện,Hải Phòng,870000.0,Delivered,2,4.0,870000.0
ORD01319,2023-01-14,2023-01,Mỹ phẩm,TP.HCM,3740000.0,Delivered,10,5.0,3740000.0
ORD01320,2023-01-09,2023-01,Điện thoại & Phụ kiện,Cần Thơ,230000.0,Canceled,8,0.0,0.0
ORD01321,2023-02-09,2023-02,Thời trang,Đà Nẵng,1450000.0,Delivered,8,2.0,1450000.0
ORD01322,2023-08-25,2023-08,Điện thoại & Phụ kiện,Cần Thơ,3130000.0,Delivered,6,1.0,3130000.0
ORD01323,2023-10-08,2023-10,Điện thoại & Phụ kiện,TP.HCM,4060000.0,Delivered,9,2.0,4060000.0
ORD01324,2023-12-25,2023-12,Nhà cửa & Đời sống,TP.HCM,2890000.0,Canceled,3,0.0,0.0
ORD01325,2023-07-20,2023-07,Nhà cửa & Đời sống,Hà Nội,880000.0,Delivered,2,5.0,880000.0
ORD01326,2023-09-03,2023-09,Mỹ phẩm,Hải Phòng,2520000.0,Delivered,2,5.0,2520000.0
ORD01327,2023-10-05,2023-10,Thời trang,Hải Phòng,2020000.0,Delivered,6,4.0,2020000.0
ORD01328,2023-08-23,2023-08,Mỹ phẩm,Cần Thơ,4790000.0,Delivered,7,2.0,4790000.0
ORD01329,2023-01-04,2023-01,Điện thoại & Phụ kiện,Đà Nẵng,4270000.0,Canceled,6,0.0,0.0
ORD01330,2023-06-03,2023-06,Điện thoại & Phụ kiện,Đà Nẵng,2510000.0,Returned,11,0.0,0.0
ORD01331,2023-01-29,2023-01,Điện thoại & Phụ kiện,Hà Nội,600000.0,Delivered,3,4.0,600000.0
ORD01332,2023-04-19,2023-04,Thời trang,TP.HCM,2410000.0,Delivered,5,2.0,2410000.0
ORD01333,2023-04-08,2023-04,Điện thoại & Phụ kiện,Hà Nội,2680000.0,Delivered,8,1.0,2680000.0
ORD01334,2023-08-03,2023-08,Điện thoại & Phụ kiện,Hải Phòng,3930000.0,Delivered,6,2.0,3930000.0
ORD01335,2023-10-20,2023-10,Thời trang,TP.HCM,3840000.0,Returned,2,0.0,0.0
ORD01336,2023-03-16,2023-03,Mỹ phẩm,Hà Nội,2270000.0,Delivered,7,2.0,2270000.0
ORD01337,2023-11-22,2023-11,Điện thoại & Phụ kiện,Cần Thơ,2150000.0,Delivered,8,2.0,2150000.0
ORD01338,2023-05-26,2023-05,Điện thoại & Phụ kiện,Hải Phòng,3230000.0,Delivered,4,4.0,3230000.0
ORD01339,2023-05-08,2023-05,Điện thoại & Phụ kiện,Đà Nẵng,4980000.0,Delivered,12,2.0,4980000.0
ORD01340,2023-12-07,2023-12,Điện thoại & Phụ kiện,Hà Nội,3900000.0,Delivered,1,2.0,3900000.0
ORD01341,2023-02-11,2023-02,Điện thoại & Phụ kiện,Hải Phòng,4650000.0,Returned,2,0.0,0.0
ORD01342,2023-12-22,2023-12,Thời trang,Hải Phòng,3780000.0,Delivered,4,4.0,3780000.0
ORD01343,2023-02-10,2023-02,Thời trang,Đà Nẵng,3200000.0,Delivered,7,5.0,3200000.0
ORD01344,2023-02-03,2023-02,Thời trang,Đà Nẵng,3840000.0,Delivered,2,5.0,3840000.0
ORD01345,2023-01-17,2023-01,Điện thoại & Phụ kiện,Đà Nẵng,1290000.0,Returned,6,0.0,0.0
ORD01346,2023-06-14,2023-06,Mỹ phẩm,Hà Nội,890000.0,Delivered,2,3.0,890000.0
ORD01347,2023-06-02,2023-06,Điện thoại & Phụ kiện,Đà Nẵng,510000.0,Delivered,12,1.0,510000.0
ORD01348,2023-03-17,2023-03,Thời trang,Cần Thơ,300000.0,Delivered,7,4.0,300000.0
ORD01349,2023-03-28,2023-03,Mỹ phẩm,Hải Phòng,190000.0,Delivered,2,5.0,190000.0
ORD01350,2023-04-27,2023-04,Điện thoại & Phụ kiện,Đà Nẵng,3220000.0,Canceled,3,0.0,0.0
ORD01351,2023-12-28,2023-12,Điện thoại & Phụ kiện,Hải Phòng,1620000.0,Delivered,9,4.0,1620000.0
ORD01352,2023-12-08,2023-12,Mỹ phẩm,TP.HCM,3210000.0,Delivered,13,4.0,3210000.0
ORD01353,2023-01-27,2023-01,Điện thoại & Phụ kiện,TP.HCM,3030000.0,Delivered,4,5.0,3030000.0
ORD01354,2023-11-09,2023-11,Thời trang,Đà Nẵng,950000.0,Delivered,5,5.0,950000.0
ORD01355,2023-10-14,2023-10,Điện thoại & Phụ kiện,Hải Phòng,1220000.0,Delivered,9,3.0,1220000.0
ORD01356,2023-05-14,2023-05,Thời trang,TP.HCM,1980000.0,Returned,7,0.0,0.0
ORD01357,2023-08-07,2023-08,Điện thoại & Phụ kiện,Đà Nẵng,1210000.0,Delivered,8,5.0,1210000.0
ORD01358,2023-06-17,2023-06,Điện thoại & Phụ kiện,Hải Phòng,1840000.0,Delivered,11,5.0,1840000.0
ORD01359,2023-04-08,2023-04,Thời trang,Đà Nẵng,3190000.0,Delivered,3,2.0,3190000.0
ORD01360,2023-09-25,2023-09,Điện thoại & Phụ kiện,Hải Phòng,3110000.0,Returned,11,0.0,0.0
ORD01361,2023-08-25,2023-08,Điện thoại & Phụ kiện,TP.HCM,4610000.0,Delivered,11,4.0,4610000.0
ORD01362,2023-11-05,2023-11,Điện thoại & Phụ kiện,Đà Nẵng,130000.0,Delivered,4,5.0,130000.0
ORD01363,2023-06-22,2023-06,Điện thoại & Phụ kiện,TP.HCM,2310000.0,Delivered,7,3.0,2310000.0
ORD01364,2023-07-09,2023-07,Điện thoại & Phụ kiện,Đà Nẵng,4590000.0,Delivered,4,5.0,4590000.0
ORD01365,2023-05-02,2023-05,Điện thoại & Phụ kiện,Hà Nội,2300000.0,Delivered,2,3.0,2300000.0
ORD01366,2023-02-15,2023-02,Nhà cửa & Đời sống,TP.HCM,1800000.0,Returned,10,0.0,0.0
ORD01367,2023-03-05,2023-03,Điện thoại & Phụ kiện,TP.HCM,3270000.0,Canceled,6,0.0,0.0
ORD01368,2023-05-10,2023-05,Thời trang,Cần Thơ,4930000.0,Delivered,9,3.0,4930000.0
ORD01369,2023-11-06,2023-11,Điện thoại & Phụ kiện,TP.HCM,2220000.0,Delivered,2,1.0,2220000.0
ORD01370,2023-12-29,2023-12,Điện thoại & Phụ kiện,Hải Phòng,2620000.0,Delivered,1,3.0,2620000.0
ORD01371,2023-07-12,2023-07,Nhà cửa & Đời sống,Đà Nẵng,1330000.0,Canceled,8,0.0,0.0
ORD01372,2023-11-03,2023-11,Điện thoại & Phụ kiện,Hà Nội,1370000.0,Delivered,1,2.0,1370000.0
ORD01373,2023-06-30,2023-06,Nhà cửa & Đời sống,Hải Phòng,2220000.0,Delivered,1,4.0,2220000.0
ORD01374,2023-10-19,2023-10,Điện thoại & Phụ kiện,Hải Phòng,1210000.0,Returned,3,0.0,0.0
ORD01375,2023-10-09,2023-10,Mỹ phẩm,Hải Phòng,940000.0,Delivered,5,1.0,940000.0
ORD01376,2023-01-29,2023-01,Thời trang,Hải Phòng,130000.0,Canceled,13,0.0,0.0
ORD01377,2023-05-29,2023-05,Mỹ phẩm,Hà Nội,740000.0,Delivered,12,2.0,740000.0
ORD01378,2023-09-24,2023-09,Thời trang,Cần Thơ,3270000.0,Delivered,9,2.0,3270000.0
ORD01379,2023-10-23,2023-10,Thời trang,TP.HCM,3550000.0,Delivered,11,5.0,3550000.0
ORD01380,2023-01-11,2023-01,Điện thoại & Phụ kiện,Hải Phòng,1290000.0,Delivered,10,5.0,1290000.0
ORD01381,2023-06-13,2023-06,Điện thoại & Phụ kiện,TP.HCM,2520000.0,Returned,2,0.0,0.0
ORD01382,2023-04-23,2023-04,Nhà cửa & Đời sống,TP.HCM,3950000.0,Delivered,12,3.0,3950000.0
ORD01383,2023-07-06,2023-07,Điện thoại & Phụ kiện,Hải Phòng,1460000.0,Delivered,12,2.0,1460000.0
ORD01384,2023-10-22,2023-10,Điện thoại & Phụ kiện,Cần Thơ,2560000.0,Delivered,1,1.0,2560000.0
ORD01385,2023-08-20,2023-08,Mỹ phẩm,TP.HCM,4500000.0,Delivered,1,4.0,4500000.0
ORD01386,2023-08-15,2023-08,Điện thoại & Phụ kiện,Đà Nẵng,540000.0,Delivered,8,3.0,540000.0
ORD01387,2023-11-06,2023-11,Nhà cửa & Đời sống,TP.HCM,1550000.0,Delivered,10,5.0,1550000.0
ORD01388,2023-04-08,2023-04,Mỹ phẩm,Hải Phòng,3770000.0,Canceled,10,0.0,0.0
ORD01389,2023-02-24,2023-02,Thời trang,Hà Nội,1850000.0,Delivered,10,5.0,1850000.0
ORD01390,2023-04-21,2023-04,Mỹ phẩm,TP.HCM,510000.0,Delivered,2,3.0,510000.0
ORD01391,2023-06-01,2023-06,Điện thoại & Phụ kiện,Cần Thơ,3060000.0,Canceled,13,0.0,0.0
ORD01392,2023-09-03,2023-09,Điện thoại & Phụ kiện,Đà Nẵng,4680000.0,Delivered,9,4.0,4680000.0
ORD01393,2023-03-10,2023-03,Thời trang,Đà Nẵng,980000.0,Canceled,9,0.0,0.0
ORD01394,2023-11-08,2023-11,Điện thoại & Phụ kiện,Hà Nội,2270000.0,Delivered,2,1.0,2270000.0
ORD01395,2023-10-16,2023-10,Mỹ phẩm,Hà Nội,4510000.0,Delivered,3,2.0,4510000.0
ORD01396,2023-09-07,2023-09,Nhà cửa & Đời sống,TP.HCM,2370000.0,Delivered,2,1.0,2370000.0
ORD01397,2023-02-05,2023-02,Thời trang,Hải Phòng,3070000.0,Delivered,6,1.0,3070000.0
ORD01398,2023-08-27,2023-08,Điện thoại & Phụ kiện,Cần Thơ,3000000.0,Delivered,7,1.0,3000000.0
ORD01399,2023-05-28,2023-05,Nhà cửa & Đời sống,Đà Nẵng,4310000.0,Delivered,12,5.0,4310000.0
ORD01400,2023-08-15,2023-08,Thời trang,Hà Nội,760000.0,Delivered,6,2.0,760000.0
ORD01401,2023-09-01,2023-09,Thời trang,Cần Thơ,2600000.0,Delivered,3,4.0,2600000.0
ORD01402,2023-12-03,2023-12,Điện thoại & Phụ kiện,Hải Phòng,500000.0,Delivered,12,1.0,500000.0
ORD01403,2023-12-31,2023-12,Nhà cửa & Đời sống,Đà Nẵng,1080000.0,Delivered,3,5.0,1080000.0
ORD01404,2023-07-20,2023-07,Thời trang,Đà Nẵng,3150000.0,Delivered,12,5.0,3150000.0
ORD01405,2023-06-03,2023-06,Mỹ phẩm,Hải Phòng,3690000.0,Delivered,2,4.0,3690000.0
ORD01406,2023-03-14,2023-03,Mỹ phẩm,Đà Nẵng,3510000.0,Delivered,2,3.0,3510000.0
ORD01407,2023-07-20,2023-07,Điện thoại & Phụ kiện,Hải Phòng,4650000.0,Delivered,11,2.0,4650000.0
ORD01408,2023-10-23,2023-10,Thời trang,Đà Nẵng,880000.0,Delivered,12,2.0,880000.0
ORD01409,2023-01-17,2023-01,Mỹ phẩm,TP.HCM,3100000.0,Delivered,5,1.0,3100000.0
ORD01410,2023-05-09,2023-05,Điện thoại & Phụ kiện,Hải Phòng,2080000.0,Canceled,11,0.0,0.0
ORD01411,2023-08-05,2023-08,Mỹ phẩm,Cần Thơ,1560000.0,Delivered,11,2.0,1560000.0
ORD01412,2023-03-02,2023-03,Nhà cửa & Đời sống,TP.HCM,4970000.0,Delivered,8,1.0,4970000.0
ORD01413,2023-04-14,2023-04,Thời trang,Cần Thơ,1150000.0,Returned,6,0.0,0.0
ORD01414,2023-02-11,2023-02,Mỹ phẩm,Đà Nẵng,4100000.0,Delivered,9,5.0,4100000.0
ORD01415,2023-01-25,2023-01,Mỹ phẩm,Cần Thơ,2020000.0,Delivered,11,1.0,2020000.0
ORD01416,2023-02-08,2023-02,Mỹ phẩm,TP.HCM,4860000.0,Canceled,5,0.0,0.0
ORD01417,2023-10-18,2023-10,Điện thoại & Phụ kiện,Hải Phòng,1310000.0,Delivered,10,4.0,1310000.0
ORD01418,2023-05-11,2023-05,Điện thoại & Phụ kiện,Hà Nội,860000.0,Returned,4,0.0,0.0
ORD01419,2023-08-17,2023-08,Thời trang,Cần Thơ,3210000.0,Returned,9,0.0,0.0
ORD01420,2023-04-18,2023-04,Thời trang,Hà Nội,1210000.0,Delivered,12,5.0,1210000.0
ORD01421,2023-06-21,2023-06,Thời trang,Cần Thơ,3580000.0,Returned,10,0.0,0.0
ORD01422,2023-04-12,2023-04,Mỹ phẩm,Cần Thơ,3060000.0,Returned,11,0.0,0.0
ORD01423,2023-12-20,2023-12,Điện thoại & Phụ kiện,Hải Phòng,1790000.0,Delivered,5,2.0,1790000.0
ORD01424,2023-01-12,2023-01,Thời trang,Đà Nẵng,150000.0,Returned,1,0.0,0.0
ORD01425,2023-10-02,2023-10,Điện thoại & Phụ kiện,TP.HCM,2060000.0,Delivered,5,5.0,2060000.0
ORD01426,2023-04-11,2023-04,Mỹ phẩm,TP.HCM,1070000.0,Delivered,5,3.0,1070000.0
ORD01427,2023-02-13,2023-02,Thời trang,TP.HCM,4680000.0,Delivered,5,5.0,4680000.0
ORD01428,2023-11-01,2023-11,Điện thoại & Phụ kiện,Đà Nẵng,3380000.0,Delivered,13,1.0,3380000.0
ORD01429,2023-01-17,2023-01,Điện thoại & Phụ kiện,Hà Nội,2390000.0,Delivered,2,1.0,2390000.0
ORD01430,2023-11-26,2023-11,Mỹ phẩm,TP.HCM,1770000.0,Delivered,13,3.0,1770000.0
ORD01431,2023-02-26,2023-02,Thời trang,Hà Nội,3060000.0,Delivered,6,4.0,3060000.0
ORD01432,2023-11-07,2023-11,Điện thoại & Phụ kiện,Đà Nẵng,2740000.0,Delivered,5,2.0,2740000.0
ORD01433,2023-10-30,2023-10,Nhà cửa & Đời sống,Đà Nẵng,170000.0,Delivered,2,3.0,170000.0
ORD01434,2023-01-12,2023-01,Mỹ phẩm,Hải Phòng,1810000.0,Delivered,12,3.0,1810000.0
ORD01435,2023-11-14,2023-11,Nhà cửa & Đời sống,TP.HCM,4510000.0,Delivered,10,1.0,4510000.0
ORD01436,2023-03-21,2023-03,Thời trang,Hải Phòng,3690000.0,Canceled,8,0.0,0.0
ORD01437,2023-08-04,2023-08,Thời trang,TP.HCM,2040000.0,Delivered,6,3.0,2040000.0
ORD01438,2023-12-05,2023-12,Mỹ phẩm,Đà Nẵng,2780000.0,Delivered,11,1.0,2780000.0
ORD01439,2023-09-21,2023-09,Thời trang,Đà Nẵng,280000.0,Delivered,10,1.0,280000.0
ORD01440,2023-05-29,2023-05,Mỹ phẩm,Cần Thơ,3630000.0,Delivered,12,3.0,3630000.0
ORD01441,2023-03-22,2023-03,Điện thoại & Phụ kiện,Cần Thơ,3610000.0,Delivered,11,3.0,3610000.0
ORD01442,2023-08-03,2023-08,Thời trang,Đà Nẵng,580000.0,Returned,3,0.0,0.0
ORD01443,2023-07-17,2023-07,Điện thoại & Phụ kiện,Đà Nẵng,4730000.0,Delivered,9,3.0,4730000.0
ORD01444,2023-07-19,2023-07,Điện thoại & Phụ kiện,Hà Nội,3650000.0,Delivered,13,2.0,3650000.0
ORD01445,2023-01-25,2023-01,Điện thoại & Phụ kiện,Hà Nội,3470000.0,Delivered,11,1.0,3470000.0
ORD01446,2023-03-30,2023-03,Điện thoại & Phụ kiện,Hải Phòng,4710000.0,Delivered,11,1.0,4710000.0
ORD01447,2023-09-25,2023-09,Nhà cửa & Đời sống,Cần Thơ,1670000.0,Delivered,4,3.0,1670000.0
ORD01448,2023-05-23,2023-05,Điện thoại & Phụ kiện,Cần Thơ,750000.0,Delivered,3,3.0,750000.0
ORD01449,2023-02-28,2023-02,Thời trang,Đà Nẵng,4700000.0,Delivered,7,3.0,4700000.0
ORD01450,2023-12-31,2023-12,Mỹ phẩm,Đà Nẵng,3560000.0,Delivered,12,2.0,3560000.0
ORD01451,2023-01-26,2023-01,Thời trang,Hải Phòng,680000.0,Delivered,13,1.0,680000.0
ORD01452,2023-02-16,2023-02,Điện thoại & Phụ kiện,Cần Thơ,3180000.0,Canceled,8,0.0,0.0
ORD01453,2023-10-15,2023-10,Mỹ phẩm,Hà Nội,3170000.0,Delivered,7,2.0,3170000.0
ORD01454,2023-09-23,2023-09,Thời trang,TP.HCM,3460000.0,Returned,1,0.0,0.0
ORD01455,2023-01-16,2023-01,Mỹ phẩm,Hải Phòng,1680000.0,Delivered,1,1.0,1680000.0
ORD01456,2023-07-18,2023-07,Mỹ phẩm,TP.HCM,2800000.0,Delivered,13,4.0,2800000.0
ORD01457,2023-10-09,2023-10,Nhà cửa & Đời sống,Hà Nội,1300000.0,Delivered,5,1.0,1300000.0
ORD01458,2023-03-27,2023-03,Thời trang,Hà Nội,2630000.0,Canceled,8,0.0,0.0
ORD01459,2023-09-07,2023-09,Điện thoại & Phụ kiện,TP.HCM,4130000.0,Delivered,10,3.0,4130000.0
ORD01460,2023-09-27,2023-09,Thời trang,Hải Phòng,2700000.0,Delivered,11,1.0,2700000.0
ORD01461,2023-12-01,2023-12,Điện thoại & Phụ kiện,TP.HCM,1440000.0,Delivered,3,1.0,1440000.0
ORD01462,2023-04-27,2023-04,Mỹ phẩm,Hải Phòng,2830000.0,Delivered,8,3.0,2830000.0
ORD01463,2023-01-07,2023-01,Điện thoại & Phụ kiện,Hải Phòng,650000.0,Delivered,3,4.0,650000.0
ORD01464,2023-05-17,2023-05,Điện thoại & Phụ kiện,Đà Nẵng,3400000.0,Delivered,4,4.0,3400000.0
ORD01465,2023-06-25,2023-06,Mỹ phẩm,Cần Thơ,1050000.0,Delivered,10,1.0,1050000.0
ORD01466,2023-11-24,2023-11,Thời trang,Cần Thơ,1230000.0,Delivered,7,3.0,1230000.0
ORD01467,2023-11-11,2023-11,Điện thoại & Phụ kiện,Hà Nội,4840000.0,Delivered,3,1.0,4840000.0
ORD01468,2023-08-03,2023-08,Thời trang,Đà Nẵng,4830000.0,Delivered,4,3.0,4830000.0
ORD01469,2023-03-23,2023-03,Mỹ phẩm,Cần Thơ,3660000.0,Delivered,8,2.0,3660000.0
ORD01470,2023-08-11,2023-08,Điện thoại & Phụ kiện,Hải Phòng,4380000.0,Delivered,4,3.0,4380000.0
ORD01471,2023-04-13,2023-04,Mỹ phẩm,Hải Phòng,370000.0,Delivered,9,1.0,370000.0
ORD01472,2023-09-30,2023-09,Điện thoại & Phụ kiện,TP.HCM,3150000.0,Canceled,4,0.0,0.0
ORD01473,2023-01-14,2023-01,Mỹ phẩm,TP.HCM,110000.0,Delivered,13,4.0,110000.0
ORD01474,2023-06-08,2023-06,Mỹ phẩm,Hải Phòng,2210000.0,Delivered,4,1.0,2210000.0
ORD01475,2023-06-01,2023-06,Điện thoại & Phụ kiện,Hải Phòng,770000.0,Delivered,13,3.0,770000.0
ORD01476,2023-04-18,2023-04,Thời trang,TP.HCM,1370000.0,Canceled,5,0.0,0.0
ORD01477,2023-07-07,2023-07,Điện thoại & Phụ kiện,Cần Thơ,3420000.0,Delivered,1,4.0,3420000.0
ORD01478,2023-10-28,2023-10,Mỹ phẩm,Hà Nội,330000.0,Returned,7,0.0,0.0
ORD01479,2023-04-08,2023-04,Thời trang,TP.HCM,2620000.0,Delivered,9,5.0,2620000.0
ORD01480,2023-05-11,2023-05,Thời trang,Cần Thơ,3770000.0,Delivered,12,2.0,3770000.0
ORD01481,2023-10-20,2023-10,Điện thoại & Phụ kiện,Cần Thơ,2390000.0,Delivered,9,5.0,2390000.0
ORD01482,2023-06-20,2023-06,Điện thoại & Phụ kiện,Cần Thơ,4970000.0,Delivered,1,2.0,4970000.0
ORD01483,2023-07-02,2023-07,Điện thoại & Phụ kiện,Đà Nẵng,1850000.0,Delivered,6,2.0,1850000.0
